company,mase_ltsm_day,mape_ltsm_day
CHPT,1.1157444100065215,0.048920778716325254
EVGO,1.038201484931079,0.034045387211990887
INDI,1.112272774924504,0.049938991705901714
LAZR,1.1480918990819786,0.06763112711086283
LCID,1.0797467386647654,0.03193847500162635
LI,1.0711641171084767,0.035618496108070295
NIO,0.9511004606452135,0.04754357233442722
RIVN,1.281811174282457,0.03987125168626813
TSLA,1.2163396619360822,0.0327348856489766
XPEV,0.9241620460401887,0.039532879568258815
